author,rating,comment,date
Anil Sai,5.0,surely must visited place one love italian food tasty food,7 months ago
MIR HAMEED ALI,5.0,pizza taste good try,7 months ago
shovik mukherjee,5.0,beautiful spacious beautiful place pizza stuff food service atmosphere food service atmosphere,7 months ago
Sanjay Paul,3.0,good place authentic italian pizza good time timepas problem food cost food service atmosphere food service atmosphere,11 months ago
RRD,5.0,great place awesome food visit,7 months ago
Vaishnavi Palem,5.0,pizza awesome ambience great food service atmosphere food service atmosphere,7 months ago
Hindol Chakravorty,4.0,nice place like pizza panini bruchetta,5 years ago
Leela Banerjee,3.0,honest came lot expectation boy come crashing well start positive ambience lovely fiar selection wine food good music selection con come service primarily water glass smell egg properly washed ordered penne la saporita got spaghetti informing head clerk confusion reluctantly changed strike cocktail ordered strawberry margheritas one bland requesting sweeten server said would get u sugar table right order came hastily tossed penne without side bread serving enquiry bread informed kitchen must forgotten asked reminded honestly think f might good place great service could great deal better best wish,4 years ago
Anil Kumar,2.0,visited today long time used visit frequently price gone like crazy spirit also expensive foccasia taste like also hard chew service ofcourse went restaurant feel proud apply service charge table placed close feel crowded,4 years ago
Shalley Mohta,5.0,place little expensive side well worth dish whose name remember menu ask calling literally best different kind potato chip eaten loooong time also ordered grilled veg skewer mista salad salad refreshing especially addition feta main ordered asparagus risotto verdure pizza risotto really bland like bhaat pizza made great food heard liit die ordered one didnt really think great,2 years ago
Henry Chung,5.0,daughter loved place ever since every chance get eat loved pasta pizza fire bengal pizza must try,3 years ago
Rahul Dhankani,4.0,probably best pizza city still room improvement pizza price alright extra topping unreasonably priced also nice variety wine selection,5 years ago
gunti ramu,5.0,gud iam happy food service atmosphere food service atmosphere,4 months ago
siddhant singhania,1.0,food average best service abysmal ordered bloody mary tomato juice tasted little taken one sip requested change took drink brought drink back without changing added little alcohol asked change drink said policy absolutely unacceptable correct mistake,6 years ago
Tanimesh Ghosh,1.0,iam old customer cafe covid thing changed drastically although food ok taste quality quantity decresed incresed price added extra cost almost every except oxygen breathe dont know present scenario oxygen cylinder huge crisis india may charge soon hit behaviour staff alot new staff starting cook waitors security attutude detoriated like hell decided fire ice alot option nowadys cant pay bad quality food attitude sorry,2 years ago
Anbu Raj,4.0,amazing pizza customer feedback valuable restaurant,7 months ago
Mitrava Banerjee,5.0,good pizza fusion pizza fishsoup wash amazing lovely cocktail try chocolate mousse restaurant accommodate group big ten people five star,5 years ago
Aditta Kumar,5.0,delicious healthy pizza enjoyed good time,7 months ago
Jillian elias,1.0,pancake ham cheese nice hawaiian pizza took taste away like toasted nan dry much topping one could taste mozzarella cheese tomato sauce ofcourse ham pepperoni extra seemed like thrown heaven dissapointing sad see standard fire ice pizzeria fallen terribly domino make better pepperoni pizza,2 years ago
Nirban Basu,3.0,crowded noisy sevice tad slow pizza special enough mean pizza good enough brilliant coupled factor make recommend one outing,2 years ago
Tanmay Bagri,5.0,serve proper brick oven pizza lot choice dessert starter ambiance also really good must go,2 years ago
Rathindra Nath Dutta,5.0,must visit place pizza lover,4 years ago
Somjit Bhowmick,4.0,nice chilled ambiance good pizza nothing outstanding good cocktail must try great collection drink,2 years ago
Bonny Sheth,4.0,place great ambiance really nice food although little pricey give good feel,a year ago
Dexter,5.0,visiting place since year authentic italian cuisine find patata fritte lasagne must try starter main course option respectively food ambience service visit place visiting city joy kolkata,4 years ago
Pol PT,3.0,tasty careful two nine people got digestive problem eating still struggling one week may used unfresh food kept fridge please fire ice take account may go back anyway pizza great,5 years ago
Lita Bag,3.0,te place located opposite elliot park tad bit priced cocktail absolute good food okay,a year ago
Pousali Palui,3.0,easily accessible maidan metro station place serf authentic lip smacking pizza along remarkable dish like bollognese pasta serve selected alcohol much hyped n priced,5 years ago
Prithvi Sen,4.0,ambience amazing food good staff chef great bit expensive ok location centralised problem finding public transportation even night metro n bus route next restaurant,6 years ago
Brent,5.0,amazing food ambience food service atmosphere recommended dish pollo pizza food service atmosphere recommended dish pollo pizza,3 weeks ago
Samantak Das,4.0,quality suffered slightly thanks pandemic staff helpful ever well worth visit remember close pm delay visit beyond evening,2 years ago
Shashank Saroff,5.0,food ambience service perfect match great place visit like authentic italian cuisine enjoyed funghi pizza portion arrabbiata definitely recommended,3 years ago
Dhritiman Nandi,5.0,beautifully decorated food great thing serving time little longer similar place,a year ago
Ajinkya,5.0,great place one best pizza city,7 months ago
Bratati Datta,4.0,good food great ambience lovely service people great star even prior incident still charged service tax gst though theuly argue promptly changed upon informed,5 years ago
Shivani Thapa,5.0,nice cosy good place catch friend lit seems choice drink sauted mushroom yummy use olive oil instead butter even bread choice vegan,2 years ago
Sumedha Sarkar,5.0,quality food great variety limited ambience amazing authentic italian cuisine focussed menu peaceful locality great ambience,2 years ago
Sebastian Sorbac,5.0,far best pizza india thin crust good quality ham big owner keeping pizza authentic possible even mile away italy,5 years ago
Aditya Hans,1.0,great joint loved year every bit know staff name face recently old lady around counter throwing weight around polite staff polite oblige request wish around next time,2 years ago
Sreearjya Ghosh,5.0,want authentic italian food right place fire ice easy locate near maidan metro station also one best place pizza kolkata first visit absolutely thrilled decor food everything really good place popular woodfire pizza people quiet courteous ambience soothing extremely satisfied experience,6 years ago
Arjab Basu,4.0,good almost decade ago happy note maintained standard pizza crisp light ever please keep good work,5 years ago
TheDingo Noob,5.0,best pizza india seriously best place pizza india even kidding la regina margherita two best pizza served aglio oglio must lot parmesan cheese,a year ago
Sweta Dash,3.0,taste bland fan pizza u experiment bud different topping ambience good price worth taste,5 years ago
Nathan & Danica Reid,4.0,tasty pizza flavoured oil table spice add clean great ambience seemed proportionately expensive mother branch kathmandu,5 years ago
Chetan Bahl,5.0,still amazing year ago excellent food nice ambience decent service open franchisee ahmedabad,a year ago
Arkaprava Mridha,5.0,loved awesome interior nice staff pizza offered large variety choice topping apps substantial good place pizza afficionados,4 years ago
Piyush Servaia,5.0,best place kolkata italian food must try list long pen like italian food must visit restaurant price higher side portion quality service ambience etc make must try original pizas,5 years ago
Rohit Sharma,3.0,heard lot pizza tbh good maybe ordered wrong pizza really sure base soggy like pizza dripped ordered pepperoni pizza well usual went chai break elgin best pizza,2 years ago
Rewant Lokesh,4.0,best italian food calcutta also costliest pasta pizza delectable place friendly old school vibe open view bar brick oven kitchen thing feel left calzones,4 years ago
carrie mathison,5.0,proper italian place heart kolkata pocket pinch might bit high quality food definitely world class tried spaghetti dish flavoured olive oil coriander chilli tomato bread side whose texture absolutely delicious experience,2 years ago
pallavi pallavi,3.0,kid went looong time fire ice honestly service pathetic starter ordered available asked want alternative finishing one asked desert need anything else like could wait get rid u better order home delivery,4 years ago
Debashis Patro,1.0,like ordered best pasta came upto mark cold taste normal price worth overall one star cheer,7 years ago
Monica Shah,5.0,place best pizza city warm ambience price little higher end worth located adjacent maidan metro station must visit,3 years ago
Ibrat Jahan,3.0,fire ice pizzeria serf authentic pizza told friend surely serve best pizza taste something different cheesey somehow expectation place ended disappointment ordered pizza virgin mojito pizza average taste thin layer cheese top burnt edge virgin mojito fine food ambience parking nightmare honest service average pretty slow precise,4 years ago
MADHU YADLA,5.0,nice place eat tasty food nice ambition food service atmosphere food service atmosphere,7 months ago
Sayan kar,5.0,one best italian restaurant india would recommend carbonara pasta margherita pizza use premium brand mix cocktail,2 years ago
Mrinmay Dutta,4.0,quality food good indian continental italian food served restaurant located park street well connected part tge city bus taxi metro price little high,6 years ago
Abadhya Jhunjhunwala,5.0,one best italian restaurant kolkata minestrone soup good antipasti platter focaccia without cheese rondelle potato crisp worth trying starter section best pesto pasta arabiatta city according fond mushroom try funghi pizza margarita pepperoni delicious well lot variety pizza well chocolate mousse one best anywhere world super light well nutella crepe apple pie tasty also,3 years ago
Sourav Goswami,5.0,welcoming staff good food,a year ago
K. Dasaratharaman,5.0,authentic tasty italian food cafe setting ok service prepared pay place atmosphere evening buzzy busy went birthday lunch,3 years ago
suraj yadav,5.0,nice awesome place ice cream chill food service atmosphere food service atmosphere,7 months ago
Pinheiro Jacob,4.0,real good ambience great pizza accompanyments food service atmosphere food service atmosphere,7 months ago
raghuchandra hebbar,4.0,great place dine delicious enjoyed lunch service bit late wait longer last order waiter forgot order,4 years ago
Kajari Bhattacharya,4.0,feast great pizza pasta centrally located bistro drink kind menu reasonably priced even get one pizza two different kind chef simply make two pizza kind half thin crust lovely peperoni pizza hawaiian pizza family favourite delicious mocktails offer well teetotaller enjoy,5 years ago
Shailesh Minni,5.0,hi nice experience need good environment indulge keep improving vegetarian option keep option menu food service atmosphere recommended dish pollo pizza food service atmosphere recommended dish pollo pizza,9 months ago
Sheetal Banchhor,4.0,ambience went sunday people family get beverage pizza menu wide offer pizza different pizza hut place visited tasted fine,3 years ago
Smtrds Sm,5.0,fun good music good ambience moreover helpful food service atmosphere food service atmosphere,7 months ago
Abhidipta Kaviraj,5.0,wonderful place hangout try dessert amazing,5 years ago
Rajeshwari Dasgupta,3.0,food really good quite authentic reason problem cutlery seem single spoon restaurant asked one got ladle response fundamentally ridiculous,4 years ago
Shilpi Chauhan,1.0,food horrible bad experience food service atmosphere food service atmosphere,2 months ago
R Tantia,4.0,addition valet parking add value food service atmosphere food service atmosphere,5 months ago
pooja sonkar,4.0,fire ice used top pick wanted relish italian food half n half pepperoni pollo pepperoni tasty focaccia melted mozzarella cheese soft cheesy best part ambience still good last visit year ago,5 years ago
gargi mandal,4.0,overpriced quantity provide otherwise good,4 years ago
Vishrut Poddar,5.0,one place city survived decade also remained top game throughout fire n ice calcuttans scream comfort food easily top list looking italian food starting appetiser platter way mousse nutella crepe end food amazing first timer would suggest starting rondelle crisp appetiser platter followed famous penne arrabbiata like spicy food penne pesto amongst pizza choose long list available arguably best pizza town dessert truly spoilt choice nutella crepe top list followed closely chocolate mousse apple pie course scoop delicious vanilla fire n ice one place go wrong also forget couple glass delicious homemade lemon,3 years ago
Satyaki Sanyal,4.0,ordered meat lasagne jan decent crust overcooked felt could used better quality cheese,2 years ago
Harshavardhan Agarwal,3.0,aw man love place last visit pasta alfredo average sauce better alfredo,a year ago
Gaurav Gupta,5.0,nice pizza place centre city tastiest wood burn pizza italian option panini awesome definitely must visit italian cuisine lover,4 years ago
Ashwini Wani,5.0,great spot try great pizza good price food service atmosphere food service atmosphere,7 months ago
Ashwani Jaiswal,4.0,nice italian food best part ambience take back era experience taste nostalgia,4 years ago
Aditya Chirimar (Singtom),1.0,would give star coming year heard weirdest line today get pesto pasta loaded veggie steward serve veggie pasta pasta every month last year steward possible serve veggie pasta,4 years ago
Ritu Gupta,5.0,loved salad pizza overrated decor good recommended sure one love wine nd dine,2 years ago
Gayana S G,5.0,cocktail drink good excellent service food service atmosphere food service atmosphere,7 months ago
divya modi,2.0,quality really gone food use great recent experience last week complete disappointment,a year ago
Debmalya Das,2.0,u r drinker good place food quality good nd price high,2 years ago
Varun Agarwal,5.0,great authentic italian cuisine lot option different type course totally worth,2 years ago
Dipak Pandey,5.0,nice place visit one best quality food food price high fare well quality ambience,2 years ago
Paramjit Gupta,5.0,great italian food ambience good service excellent,a year ago
HAMED 777,5.0,superb excellent work interior liked part,7 months ago
Prithviraj Chowdhury,4.0,service good staff courteous helpful food good although overpriced opinion highly recommend cheese pizza bolognese,4 years ago
Ravi Reddy (RaviTeja Reddy),5.0,best place visit excellent food food service atmosphere recommended dish pesto bacon pizza pollo pizza pizza india parking option free parking lot paid parking lot free street parking paid street parking valet free parking garage food service atmosphere recommended dish pesto bacon pizza pollo pizza pizza india parking option free parking lot paid parking lot free street parking paid street parking valet free parking garage,5 months ago
Sarbani Chatterjee,5.0,seating arrangement nice spacious place serf authentic italian food offer peaceful ambience amidst crowded road,6 years ago
amatya agarwal,4.0,beautiful pizzeria park street area hawaiian pizza garlic bread really good bit pricey quality food high service slight let otherwise good experience,5 years ago
Bhumi Chaudhary,4.0,apart main must try dessert apple pie,4 years ago
appi appu,5.0,great experience good food food service atmosphere food service atmosphere,4 months ago
soumyajyoti banerjee,4.0,might best pizza town country gimlet really nice ambience good tiramasu really nice,2 years ago
Naresh Shahani,3.0,food average edible per standard mumbai apparently local call pizza best calcutta,2 years ago
DIBAS GHOSH,1.0,taste food worst cooked properly fresh food price also high ambience quite good good place hangout,3 years ago
Anand Singhania,4.0,good food going decade however find little expensive,a year ago
Chefiature,5.0,loved place absolutely pasta pizza good,a year ago
Kudrat Gill,5.0,fav place italian food kolkata garlic bread cheese amazing highly recommend pizza delicious,4 years ago
Lucky K,5.0,child like much food service atmosphere food service atmosphere,4 months ago
Prakash Thankachan,4.0,mushroom pizza good experience,4 years ago
Shyama Ashish,5.0,awesome food ambience polite helpful staff authentic italian cuisine experienced first hand,4 years ago
Mathures Paul,5.0,yes costly side food authentic pizza outstanding service great place menu enough child,6 years ago
Saibal Dasgupta,5.0,good place drink expensive food tasty serving size big,a year ago
SHUBHAM SINHA,5.0,one awesome place visit recommend everyone food service atmosphere food service atmosphere,7 months ago
Susmita Chakrabarthy,5.0,love italian cuisine place wonderful great ambience service exquisite favorite haunt,3 years ago
Dhruv Majumdar,3.0,never really saw great buzz place pizza ok rest food probably pretty good one time another option,7 years ago
Benjamin W,4.0,fancy restaurant pleasant atmosphere pizza delicious would nice imported beer instead domestic,6 years ago
sapp bj,5.0,best italian bistro kolkata traditional posh authentic yes bit expensive food ace quality good quantity,5 years ago
Rittik Bhattacharjee,3.0,service awesome quality food perfect though like taste yaah want geniune taste visit place,4 years ago
Sourjo Mukherjee,4.0,spacious restaurant premium location food good way pricey offered feel like mostly bask glory older day,6 years ago
Somil Vakharia,5.0,awesome food great ambiance wish vegetarian dessert option apple pie cut,5 years ago
Arghya Neogi,4.0,good courteous staff nice ambience bit overpriced wo worry price park street right try pizza garlic bread,5 years ago
Chaitanya Gade,4.0,test delicious awesome well decorat vibe,7 months ago
nancy arvind,4.0,italian food soo good good taste food service atmosphere food service atmosphere,7 months ago
nikhil agarwala,1.0,given two attempt failed miserably service best spoken got far better option city,a year ago
Jigme Yeshi,5.0,wonderful pizza lasagna ambience superb long island ice tea superb accompaniment,2 years ago
akshay kothari,3.0,ambience good pizza good expectation higher liquor collection also good one time visit place,3 years ago
Attrayee Dey,4.0,great ambience pure italian cuisine variety booze available open kitchen costly,2 years ago
Revanth A,1.0,pizza taste great went high expectation got disappointed quality taste doent match price,a year ago
Pawan Bawri,5.0,great place presto calcutta north east better place great bite got chance meet md courteous gentle,9 years ago
Sagnik Dawn,4.0,place nice good family dine price actually good dish price might little high quality imperial,4 years ago
Asoka Ghose,5.0,love eating food excellent dessert,a year ago
Sudip Bose,5.0,place offer great ambience good experience food service atmosphere food service atmosphere,9 months ago
Sneha Mukherjee,4.0,awestruck experience dim light make ur dinner romantic usual one staff r good u get good bar dere also,5 years ago
Vandana Jhawar,5.0,favourite food service atmosphere recommended dish focaccia rondelle di potate fritte pizza india pesto food service atmosphere recommended dish focaccia rondelle di potate fritte pizza india pesto,3 months ago
Rudrapratap Choudhary,5.0,food service good mark food service atmosphere food service atmosphere,7 months ago
Ayan Adak,4.0,loved place awesome pizza think get better service beautiful woman,6 years ago
Rijo Abraham,5.0,food great drink tasty authentic italian food give ambiance music crowd also fantastic,6 years ago
Sahab Hussain (Danish),5.0,really one best place eat visited love kfc monkey bar nafeels,2 years ago
Aniket Mehrotra,4.0,good atmosphere amazing italian food little expensive side service good ambience perfect enjoying good meal,7 years ago
Rajat Chakraborty,4.0,place perfect looking authentic best italian pizza pasta lasagne ingredient italy avoid compromise taste,5 years ago
sourav saha,5.0,nice cosy place food soo tasty large variety drink,4 years ago
MD Aasim Ansari,5.0,good service food service atmosphere food service atmosphere,4 months ago
Aniruddha Banerjee,4.0,pizza hot classic hand tossed go great beer quick finish ac would make leather,5 years ago
Shapna Sundar,5.0,unique taste yummyy food service atmosphere food service atmosphere,5 months ago
Sumeet Fatehpuria,2.0,bill system apply service charge addition gst asked remove service charge remove good fooding matching taste bud n expensive,4 years ago
Aryaman Banerjee,2.0,overpriced quality food served anymore,a year ago
P Kumar,5.0,fabulous food nice decor polite efficient staff,a year ago
Gaurav Upadhaya,3.0,average food good ambience good cocktail food little priced offer,3 years ago
Kushal Patel,3.0,one first italian joint open kolkata good improve immensely try one judge,5 years ago
Sanjay Laddha,4.0,pizza world though higher ambience good great step away maidan metro station gate,7 years ago
Jay Poddar,4.0,great pizza dish though tad expansive watch price average cost two approx,5 years ago
shilpi tamby,4.0,pizza awesome n service good u oder pack pizza one problem carry beg,2 years ago
Valentin CARVALHINHO ISENTO,3.0,good concept however far expensive especially salad quantity also include service tax without warning,5 years ago
Mamatha Rohit,4.0,good place hangout attractive ambience,7 months ago
PaViThRaMuRuGaN,5.0,good spend time friend nice ambience food service atmosphere food service atmosphere,7 months ago
Kartiki Mahesheka,5.0,food beautiful served lovely manner staff good cooperative,4 years ago
Sayantan Debnath,1.0,worst thing eaten ordered best seller mozzarella pizza like nothing bread high hell price delivery guy late delivered totally cold pizza never another thing guy,5 years ago
Chaya Mc,4.0,budget friendly good taste,7 months ago
Chandan Ray,5.0,lemon sugar crepe must,5 months ago
KATEKAR DAYANAND,5.0,good food enjoyed lot place,7 months ago
Soumojit Basu,5.0,going place close decade quality unquestionably best calcutta like pizza place,4 years ago
Prajyoth hoysala tv,5.0,beautiful specicious vary well maintained,7 months ago
joseph antony,4.0,good taste better quality food,7 months ago
Payal Mehta,5.0,best pizza ambience courteous staff mouthwatering potato fritte pizza desert also good,5 years ago
Jayeeta Lodh,4.0,good food love pollo pizza wait little long,2 years ago
Harsh Sachdev,5.0,outstanding pizza good service need tie delivery chain home delivery,4 years ago
Kr. Raushan,5.0,nice place awesome food food service atmosphere food service atmosphere,7 months ago
Priyanka Bose,5.0,amazing pizza sure good decor ambience expensive fancy posh place,4 years ago
Sucharita Biswas,5.0,food quality good ambience great really expensive,2 years ago
Nitesh Shaw,4.0,best pizza till date kolkata booze reasonable price say cheaper considering location ambience offer,4 years ago
Shreedhar Nayik,5.0,lovely place snack enjoy friend,7 months ago
Aarti Hirjee,5.0,great service large helping tasty food especially zuppa soup,2 years ago
Abhilasha Kumbhar,5.0,nice place modern dining room food service atmosphere food service atmosphere,7 months ago
Vidya Naik,2.0,ambience decent pizza topping pasta undercooked low quality food,4 years ago
Manjunath c,5.0,nice food ambiance food service atmosphere food service atmosphere,7 months ago
Asanka Saha,5.0,please try thin crust pizza amazing veg non veg worth,2 years ago
Shubham battoo,3.0,food great ordered chicken pizza serve thin base interior good serve alcohol,4 years ago
sohan singh Sandhu,5.0,excellent place lovely food excellent customer service staff behaviour excellent,a year ago
Anshumaan Bagaria,4.0,amazing food good dining always maintain level since last decade,4 years ago
Shahabaze Shaikh,5.0,quality ambiance good,7 months ago
Sagnik Basak,5.0,good beer better food would visit soon,a year ago
Cliff Spencer,5.0,really enjoyed food service excellent nice decor,4 years ago
Zakir Ameen,5.0,great taste yummy pizza,7 months ago
Swapnil Mishra,5.0,nice food food service atmosphere food service atmosphere,2 months ago
Kirti S,3.0,great food amazing cheesy pizza time,4 years ago
Milind Saraf,4.0,good food ambience pleasant time friend giggling highly recommended,5 years ago
Deepak Raj,4.0,nice cozy place hangout friend,7 years ago
Bikki Mahato,4.0,food quality good pizza nice usual queue good atmosphere,7 years ago
varun gupta,5.0,nice ambience good food find staff couteous though,5 years ago
Prateek Bothra,5.0,nice staff service amazing place pizza,2 years ago
Richard Walker,3.0,good pizza nothing write home expensive rupee pizza clean decent service,12 years ago
Ragini Ghosh,5.0,one favourite restaurant city,a year ago
Khurshed M,4.0,pepperoni pizza disappointing put little pepperoni instead frds vegetarian pizza nice decent place,4 years ago
Gaurav Shinde,4.0,amazing place visit,7 months ago
rachit kasera,5.0,great food ambience sundried tomato pizza always,2 years ago
Sourodipta Guha,3.0,like coffee serve personal opinion,a year ago
NIRMAL KHETAN,4.0,good location average food exceptional pricey,4 years ago
Staffan Tolvgård,4.0,enjoyed place capricciosa potential tomato sauce needed salt flavor,6 years ago
Biswajit Saha,4.0,great ful hotel best family food service atmosphere food service atmosphere,8 months ago
sudha kerketta,5.0,awesome,3 months ago
Pritam Sadhukhan,5.0,good place authentic italian pizza kolkata food bit costly,7 years ago
selvam G,5.0,fire ice pizzeria best place summer,7 months ago
Dhanraj Mathri,5.0,good food service atmosphere food service atmosphere,4 days ago
Samrat Putatunda,5.0,fabulous place authentic italian cuisine best,4 years ago
Pranav Arora,5.0,best pizza get kolkata though expensive worth,2 years ago
Tanmay Khandelwal,5.0,pizza awesome lively must make reservation otherwise long waiting especially weekend,7 years ago
1990 walsh,5.0,pineapple pepperoni pizza absolutely mouth watering good tried much menu pizza unreal,6 years ago
ADITI SINGH,4.0,pizza place part street front metro station serf good pizza service bit slow,4 years ago
Namagiri Lakshmi G,5.0,food amazing food service atmosphere food service atmosphere,3 months ago
Sneha Mukherjee,4.0,good ambience opera good hear mocktails specifically fire ice delight really great,5 years ago
Sangita Shaw,5.0,best pizza city food service atmosphere food service atmosphere,4 months ago
Rishikesh Pandit,5.0,pizza must made fire oven location rock hope understand,2 years ago
Greg Herzberg,5.0,best pizza age quick friendly service,4 years ago
Soma Gupta,5.0,good service pizza pasta superb,4 years ago
Reena Aney,5.0,good experience food service atmosphere food service atmosphere,4 months ago
Sramana Dutta,5.0,excellent food ambience great place hangout friend family,5 years ago
Willem Van Rossum,5.0,nice cosy place well decorated enjoyed meal,4 years ago
Madhurima Dutta,5.0,good food service atmosphere food service atmosphere,10 months ago
B India,5.0,super delicious food good service humble staff,4 years ago
abdul arif Azad,5.0,good delicious pizza food service atmosphere food service atmosphere,5 months ago
Abinay Gutta,5.0,superb food mostly pizza thing could much appreciable vallet parking parking spot find difficult,6 years ago
Ashwini Shankar,5.0,really good place food service atmosphere food service atmosphere,2 months ago
Damodar Alfageme,3.0,food quite authentic priced fairly kolkata,a year ago
Nitesh Rathi,4.0,nice place nice food,2 years ago
Niladri Sarkar,5.0,food ambience excellent particularly frame hollywood artist,a year ago
Anurag Chatterjee,5.0,great place food service atmosphere food service atmosphere,10 months ago
Ram Natarajan,5.0,amazing italian food good variety drink staff also friendly prompt,6 years ago
Rajarshi Ghosh,5.0,pizza well made tasted good additional flavouring olive oil,6 years ago
Sundeep Saraf,5.0,food always excellent far best kolkata,a year ago
Keshav Kedia,3.0,quality food inconsistent favorite pizzeria newer place like cafe mezzuna serve better food half price,6 years ago
pankaj kushwaha,5.0,awesome taste best service food service atmosphere food service atmosphere,7 months ago
SUSHANT INDALKAR,5.0,good place foodie food service atmosphere food service atmosphere,7 months ago
Saleem Shaik,3.0,good place hang,7 months ago
Soumik Ghosh,1.0,rude behaviour staff specially entry desk big fail,a year ago
J.J.R. India,5.0,excellent food professional staff real european taste,5 years ago
A No Grainer,4.0,pleasant food ambience quite expensive worth looking somewhere classy splurge,7 years ago
Ganesh Patil,5.0,nice place visit must go,7 months ago
Divya Naidu,2.0,great pizza cocktail,7 months ago
Saurabh Beriwala,5.0,expensive great authentic lovely italian cuisine awesome atmosphere ambiance,12 years ago
Michael Rasmussen,4.0,scratch pizza itch need best recommend,5 years ago
Sandipan Saha,3.0,expensive,a year ago
Arun Sah,4.0,good atmosphere chill,7 months ago
Suvendra Mukherjee,5.0,authentic italian food joint kolkata serving finger licking stuff,4 years ago
Fahed Sheikh,4.0,authentic italian cuisine worth visiting love proper italian,2 years ago
Tanmoy Roy,3.0,food taste mark average respect value,3 years ago
Abhinav Chaturvedi,3.0,big pizza place costly service good,5 years ago
Kanodia Minerals & Chemical CO.,3.0,air conditioning poor must enclose cooking side glass avoid cooking smell etc,4 years ago
Deepak Gutgutia,5.0,great ambiance friendly attentive staff,a year ago
Vishal Jalan,5.0,authentic italian restaurant town everything menu perfect,5 years ago
Umang Panchal,2.0,burn hole pocket expensive simply charging place situated,6 years ago
Avishek Chauhan,4.0,love place staff n ambiance professional n good,4 years ago
Rajat Kothary,3.0,dish little blandish taste reengineer menu,4 years ago
Pramita Dutta,5.0,loved ambiance,4 years ago
surbhika S,4.0,good option authentic italian food wid great ambience,4 years ago
Suraj Gautam,5.0,nice visit,4 months ago
Anil Kumar Rai,5.0,nice dining destination,4 months ago
Soma Bhattacharjee,5.0,quality portion size amazing food service atmosphere food service atmosphere,11 months ago
kanmani karthika,3.0,awesome place delicious,7 months ago
shivakrishna krishna,5.0,nice food best service food service atmosphere food service atmosphere,7 months ago
Dr.Indranil Banerjee,5.0,wowsome food felt like eating food navigli milan italy,2 years ago
Subrata Das,4.0,nice place time visit care good italian food,5 years ago
Ayesha Rehan,5.0,good food nice ambience courteous helpful staff,4 years ago
Indra Banerjee,4.0,decent place price bit higher side still nice place,6 years ago
Ratul Mukherjee,5.0,like good food great drink good ambience,5 years ago
manoj kumar,4.0,super place food hangout food service atmosphere food service atmosphere,7 months ago
Vikas Murarka,4.0,always pleasure visiting f one best place town italian food,6 years ago
Rachit Murarka,5.0,amazing food nice decor friendly staff,4 years ago
subhas maurya,4.0,nice obe,7 months ago
Anshu,5.0,simply amazing italian food awesome food,a year ago
Anish Goyal,3.0,upto expectation decent food worth price,2 years ago
Anshul Agrawal,2.0,food good expected menu many option,6 years ago
Debraj Purkayastha,4.0,crowded last visit though heard quite good placeto hangout friend family looking forward next visit,7 years ago
Shoma Sengupta,4.0,liked place ambience one star le price higher side,4 years ago
todd christian,5.0,excellent pizza great crust food service atmosphere food service atmosphere,8 months ago
atul mishra,4.0,good place bit overcrowded service slow,2 years ago
Kalpita Garia,5.0,best spot good food food service atmosphere food service atmosphere,7 months ago
dadasaheb gopinath,5.0,nice service tasty food,7 months ago
Sanu Biswas,1.0,recomend high profile restaurnt normal people ca affors,4 years ago
Arijit Ghose,4.0,loved music food meal quite filling satisfying,4 years ago
Nikkhil Singhi,4.0,casual great pizza place always fun go,5 years ago
Ravi Goel,1.0,guard allow lady go washroom,a year ago
Ashish AKS,3.0,awesome food quite expensive ambience awesome,4 years ago
sharad jain,5.0,good ambience great food well stocked bar,5 years ago
Ritesh Saha,5.0,one word describe place good mood,2 years ago
Telugu Facts (True Facts),5.0,good food service atmosphere food service atmosphere,2 months ago
Ruma Majumdar,4.0,want italian food must place,2 years ago
Upendra Das,5.0,best pizza town bit pricey side,3 years ago
Alap Ukil,1.0,unethical locale around central kolkata,a year ago
SWATI AGRAWAL,4.0,tasty n yummy food worth going thr,a year ago
Amit Sahai,5.0,absolutely world standard pizza fantastic quality service,3 years ago
Seema Jain,5.0,amazing environment awesome food lovely service,6 years ago
Sanjay Mimani,4.0,awesome food choice beer available,4 years ago
Supriyo Achariya,5.0,one best experience food service atmosphere recommended dish pizza india food service atmosphere recommended dish pizza india,6 months ago
Anirban Dhar,4.0,authentic thin crust pizza flavor,3 years ago
Hemant Kolate,5.0,beautiful place,5 months ago
Amrita Howlader,5.0,best pizza town good although slightly expensive,5 years ago
Ritesh Kumar,1.0,costlier seems nd value money outstanding variety food,5 years ago
Francesco Bonacia,4.0,good italian food excellent table service,6 years ago
Archit Tantia,4.0,good food service could better,6 years ago
Aditya singh,5.0,awesome place dine,7 months ago
Asit Saha,4.0,best place kolkata enjoy thin crust pizza italian delicacy,5 years ago
Shishir Sourabh,5.0,awesome pizza name pollo think crispy crust great service,5 years ago
sandeepkumar velagapalli,5.0,delicious italian food food service atmosphere food service atmosphere,7 months ago
NEO ONLINE,4.0,best place italian pizza,7 months ago
suvankar ghosh,4.0,nice ambience food quality good,4 years ago
Sayani Bhattacharya,4.0,ambience wonderful food okay price overrated,4 years ago
Chinmaya Nathany,5.0,amazing food slightly overpriced average ambience,9 years ago
Jayant Tolambe,5.0,food really tasty food service atmosphere food service atmosphere,7 months ago
ishan biswal,5.0,liitle pinch pocket serf good variety pizza continental food,6 years ago
mithun premraj,2.0,overpriced pizza great,10 months ago
Anjan Sarkar,5.0,great place italian food lively ambience,2 years ago
